Gene_1	Gene_2
HDAC3	ZBTB33
RP1-85F18.1	RP11-544M22.5
RP11-261P4.6	RP3-339A18.4
PP10566	PP8000
PUM2	RP11-573G6.1
CD81	RP1-193B12.10-001
H1F0	HSPC057
HIST1H3C	MCM2
EPHA7	TUBA4A
RP1-130E4.1	RP11-82K18.1
ANXA2	PCNA
MAGEB4	YWHAE
BPY2	UBE3A
RP11-187B3.1	RP11-413M3.3
Cct2	ESCO2
APP	RP6-59H18.4
CEBPA	RPGRIP1
HS2ST1	UNQ2538/PRO6079
CUL3	PIG19
STXBP5L	Ubc
PP8000	RBBP9
PP591	PSG1
CUL3	RFC2
DNAJB1	TELO2
HIST1H4F	MCM2
HSPC057	KRT12
ASNA1	UBC
HDAC3	RP11-529H20.5
CRX	RP1-85F18.1
CDK16	CSNK2A2
KPNB1	SOD1
FOPNL	RP1-5O6.1
RP11-101E13.2	TUBA4A
POC1A	RP11-93H24.2
DBN1	TERF1
QKI	RBM11
INHBE	VHL
HSPC120	RP1-130E4.1
APP	FBF1
ATXN1	RAPGEF4
RAD21	UBC
KLHL24	TGIF2LY
LAMP2	PCNA
GEMIN5	RP3-330O12.3
MCM2	SSRP1
MCM2	SEC22B
RP1-130E4.1	SP1
PP5382	YTHDC1
OK/SW-cl.73	RP11-348N5.4
GGCX	SRPK2
SV2B	SYT1
GS1-120K12.1	RPA1
EGFR	HMFN2073
BM-015	NCAPH2
HNRNPF	RP11-517F10.1
TUBA3C	USH1C
HSPC057	RP5-1170K4.4
RABEP1	RP1-102G20.1
POLD1	RP23-33N15.1
AC002059.7	TFG
CCT6A	PPP2R2B
CCT7	RP11-465F21.2
AKT2	STEAP4
Hoxa1	KRTAP4-12
RP11-203D19.1	TLE2
DCTN6	GPS2
GS1-120K12.1	HDAC2
PLAA	UBC
PSMC4	RP3-339A18.4
EGFR	PTGES3
RP11-536C5.3	SRP14
KRAS	MTNR1A
UBC	YNL247W
ARPC1B	RP11-348N5.4
HNRNPF	SUMO2
EGFR	RP11-284B18.5
PSG1	SLITRK5
HSPC032	RP3-330O12.3
RP11-1114A5.1	RP4-545L17.1
UBC	YCL043C
MCL1	PIN1
CSNK2A1	RP4-811H24.2
HES1	RP11-203D19.1
CUL7	HNRNPF
APP	CGI-118
CD81	PDIA6
BOP1	GS1-120K12.1
UBC	YKL060C
CYP1A1	MCM2
IGF2BP1	ZNF746
DZIP3	RP1-102G20.1
PAGR1	WDR5
ATXN1	SGMS1
KRTAP10-5	SBBI58
HIPK2	RP1-85F18.1
APP	MAGEH1
Gadd45b	PCNA
PPARG	SMAD2
AC002059.7	OK/SW-cl.82
PRPF31	RP1-34B20.8
PCNA	RP11-529I10.1
CSNK2A1	FXR2
CUL1	RP3-330O12.3
GS1-120K12.1	RP11-759L5.3
CCT6B	RP13-514E23.1
HIST1H4B	PP8000
C19orf66	TERF1
APP	COL18A1
BM-015	CGI-121
RP11-57G10.3	SFRP4
KIF1C	MYO1A
SP1	SYK
HSPC057	JAK1
CCT6A	RPS6KB2
AD-006	HNRNPM
APP	CAPSL
C15orf26	DPYSL5
NOC2L	RP11-96K19.1
APP	DDX18
HIST1H4A	HIST2H2AC
APP	RPS20
CALM1	Flnb
NOLC1	YWHAQ
NCOR2	SIN3A
CUL3	RP11-297K8.3
BRMS1	RP11-540N4.1
CGI-46	UBC
ATXN7L3	HIST2H2BE
MCM2	RPL13A
DN-393H17.5	HT001
RP3-330O12.3	RP4-657E11.7
CUL3	NFKB1
ANKRD17	hucep-6
RP11-176F3.6	WWOX
ATXN1	OTX2
PRPF6	ZNF746
KIF1C	YWHAZ
LMNB1	RAD51
RBPMS	TBX6
KRAS	RP4-657D16.1
CAGF28	SUZ12
APP	YWHAZ
SRSF7	SUZ12
GS1-120K12.1	PSEC0241
CALR	EGFR
CLK3	RP11-57G10.3
APP	PAK6
CBX2	KDM3A
AC002059.7	CECR2
APP	UNQ260/PRO296
AHCYL1	TACC3
E2F1	NCOR2
PABPC1	RP11-575L7.1
BAX	YWHAQ
EGFR	SEC61A1
CSNK2A2	HAGHL
RP11-553K8.4	RP3-330O12.3
AC002059.7	NDRG1
CCDC132	DZIP3
RP5-890O3.5	SMAD2
CUL3	RP11-54A4.9
AL022344.1	HSPC057
RP3-407F17.2	SERPINB2
HMOX2	RP11-96K19.1
RP11-307C12.1	SOS1
FAM103A1	RP11-108L7.8
AC002059.7	HOYS6
CSNK2A2	PCGF5
APP	IGSF6
UBC	YMR120C
RP11-307C12.1	VAV3
HNRNPF	PDCD10
MCM2	UNQ1941/PRO4424
CUL3	CUL5
ACD	NUDCD2
MCM2	TUBA3C
CUL3	RP11-103A2.1
DADB-129D20.6	UBC
GS1-120K12.1	PLAA
KIF1C	YWHAE
RPS27A	THAP7
HSFY1	NDUFS1
RASD1	RBMY1F
UBC	YOL120C
RP11-575L7.1	RP5-1118M15.1
AHCYL1	ZNF414
FN1	QKI
CHUK	RP1-154G14.1
RP11-164O23.2	YWHAQ
PUM2	UNQ2428/PRO4988
HIC1	SP1
APP	HCP5
NUDCD2	RP1-310O13.8
CEBPA	TRA2B
MCM2	TUBA1A
UBC	YKL103C
CSNK2A2	HPS5
RP1-130E4.1	RP5-1049G16.3
UBC	YHR020W
HECW1	UBC
CUL5	HNRNPF
EGFR	RP5-1052M9.3
AC002059.7	PTD004
FHL2	UBC
GS1-120K12.1	SIAH1
CSE1L	HSPC057
APP	OK/SW-cl.8
RP11-346I8.1	UBE3A
APP	HMFT1638
SLC25A4	ZNF746
RP11-426L16.2	UBC
GRB2	TCP1
C19orf44	UBC
CCND1	MCM7
DAQB-147D11.1	POT1
APP	EMC8
CIAO1	PRIM1
CCT8	RP11-443G18.6
ARRB1	YWHAE
Rnf25	UBC
HIST1H4C	MCM2
APP	PNPO
EGFR	SGSM2
DTD1	RP1-5O6.1
PIN1	RARA
C8orf33	CUL3
NCOR1	TEAD4
CCT8	VHL
AD-006	BOLA2
ACTR2	RP11-443G18.6
HIST1H1A	SUZ12
CDYL	HIST3H3
RP11-244N20.10-004	ZNF746
HNRNPF	RP3-375P9.1
MCM7	RP3-330O12.3
PDAP1	RP3-339A18.4
CLK1	SRPK2
APP	TMEM30B
CCT2	DCAF10
SFPQ	SP1
PDCD7	WWOX
BAIAP2L1	TERF1
APP	PTD015
AC002059.7	ETS2
CSNK2A1	CSNK2A1
EPOR	RP11-307C12.1
PLK4	RBFOX1
RP11-94L15.2	UBC
GINS4	NUDCD2
DLX5	FOXI2
APP	GORASP2
HIST1H2AB	MCM2
AC002059.7	PPIAP22
KRT6B	MCM2
POTEF	RP11-69J16.2
CUL3	POLR2E
Cul3	KLHL24
CCT6B	DCAF4L2
HNRNPF	PSMD9
NCAPD2	RABEP1
GART	MCM2
RNF26	UBC
RPA3	TUBA4A
CFL1	POT1
CUL3	KCTD12
RNF19A	RP1-154G14.1
DAMA-345G11.2	POT1
PNP	RP11-96K19.1
HIST3H3	PHF2
HIST3H3	RP11-575L7.1
CCT6A	NEDD1
RP11-529L18.2	TCP1
EGFR	RNF126
CCT6B	RP11-55K22.6
AHCY	YWHAQ
RP1-5O6.1	RP5-1049G16.3
UBC	YER063W
XX-FW88778H2.1	YTHDC1
CCT2	MKS1
APP	RP11-489N22.3
Hnrnpf	YTHDF2
PRKCSH	RP1-130E4.1
OTULIN	UBC
HDAC5	NCOR1
CUL3	PP13296
RP11-391H12.1	RP13-122B23.2
ATXN1	PSPH
ACTBL2	CCT6B
CD81	CD81
PDIA6	RP3-339A18.4
EGFR	RPL14
GH1	RP11-307C12.1
NTRK1	RP5-885L7.2
ASF1B	HIST3H3
RP3-339A18.4	SFPQ
SRPK2	UNQ839/PRO1777
CCT4	SMURF1
RP1-283E3.7	RP24-143D17.2
CPOX	CUL3
CTDSP2	RP11-24B19.2
PRPF3	WWOX
PSMD11	RP3-339A18.4
ANKHD1-EIF4EBP3	YWHAE
CCT5	FKSG82
HDAC3	KAT5
HSPC057	RPL12
CDABP0067	TUBA4A
RP11-15I11.1	RP11-391H12.1
RAD51	RP13-46G5.1
NCL	SRPK2
FOXM1	RP11-1114A5.1
APP	RP11-475E11.3
EEF1A1P5	HSPC057
APP	RP4-734P14.3
RP3-429G5.1	SP1
CER1	PPM1A
POLD2	RP1-85F18.1
CAT	RP1-130E4.1
HIST1H2AH	MCM2
UBC	YDL173W
YTHDC1	ZC3H18
CTA-216E10.8	RP11-96K19.1
NCOR1	TAF6
CUL3	RP11-535K1.2
CRY2	PRMT1
HDAC3	TWIST1
GS1-120K12.1	NAPA
RP11-369L1.1	SMAD3
PP7910	WDR5
CCT4	CDK5
UBC	YCR031C
RAD51	TUBA1A
CCT2	CRY2
PROSER2	YTHDC1
COPS2	RP1-85F18.1
CALM1	RP1-245G19.1
APP	EXOSC7
UBC	YGL062W
TUBA4A	UNQ839/PRO1777
CUL3	NTRK1
LGALS3BP	MCM2
HSPC057	RPL23
HIST4H4	WDR5
RP5-1013A22.1	SP1
CCT5	WRAP53
CUL3	RP5-1000E10.1
Rasd2	SMAD3
RP1-130E4.1	RP11-353C18.2
ARHGAP22	RP1-5O6.1
SKIL	SMAD2
KRAS	RP11-16L21.4
CSNK2A2	SYNM
APP	RASL11B
ANKRD26	CBX2
RP5-1068B5.2	RPS6KB2
AC002059.7	MTMR9
GS1-120K12.1	RP11-526D20.2
CSNK2A1	STAC3
TBL1XR1	THRB
RP1-14N1.3	RP3-330O12.3
CUL3	RRP1B
UBC	YGL009C
HSPC057	OK/SW-cl.48
EGFR	FAF2
ICAM1	XX-FW83128A1.1
PRDM16	SMAD2
MYH2	YWHAQ
CGI-55	EGFR
CDC27	KRAS
APP	MSTP019
NCOR1	PRAM1
CLNS1A	CSNK2A1
CCT4	FAM86B2
MCM2	RPL7
AUP1	UBC
AC002059.7	RP1-240B8.3
PTGES3	RP1-130E4.1
CCT5	PDK3
RP1-85F18.1	RP4-811H24.2
RP11-57G10.3	UGDH
DASS-97D12.7	ZNF407
NGLY1	RP3-330O12.3
DHX9	EGFR
RP3-392M17.3	UBXN7
CUL3	RP1-3J17.2
DADB-100D22.6	GS1-120K12.1
AHCYL2	PIP4K2B
APBA3	EGFR
C1D	NCOR2
VHL	ZYX
EGFR	KRT5
RP1-130E4.1	RPL14
TUBA3C	YWHAZ
AC002059.7	PRMT8
GS1-120K12.1	RP3-511B24.1
UBC	YGR094W
OK/SW-cl.81	XPO4
APP	DDX54
CCT5	CTTNBP2
CDK2	SP1
DADB-87H23.3	RBMY1A1
APP	CDC25A
PC	RP3-339A18.4
HIST2H2AC	USP46
CCT2	VRK2
KRTAP3-2	MCM2
EGFR	ZW10
KLF16	RP3-339A18.4
DZIP3	RP11-90M2.2
BANF1	CHD4
CCT7	FAM86B2
SP1	TBX21
CALM1	CUL4B
HSPC057	IKBKG
NDN	RP11-57G10.3
UBC	YBR177C
CALM1	HSPC057
ICAM1	RPL4
COPS4	RP11-391H12.1
CCNB2	CDC25C
GS1-120K12.1	P/OKcl.14
DAZAP2	LMO2
CUL3	RTN4RL1
RBM7	RP11-1114A5.1
AC002059.7	BM-041
KAT6A	WDR5
CLK1	RP11-353C18.2
NAGLU	RP3-330O12.3
CCT4	CUL7
CRY2	CRY2
TP53BP2	YWHAQ
RP11-203D19.1	RP11-552J9.2
RABEP1	YWHAE
CHD4	FOXK2
DHFR	EGFR
DNAJB4	RP11-173P16.1
MCM2	RP13-122B23.2
PCP4	PP8000
Sgol2	TCF12
DZIP3	TOLLIP
MCM2	OK/SW-cl.45
UBC	YKL193C
FAF2	UBE3A
EGFR	S100A4
DAAP-285E11.7	UBC
AEBP2	SUZ12
ANXA2	YWHAQ
ACTR3B	TCP1
RP11-536C5.3	TCOF1
APP	PTCD2
TPD52	YWHAQ
MEOX2	UBE3A
PP8000	TBC1D10A
CUL3	MTHFD1
DDX5	HDAC3
SMARCD1	TBL1XR1
CUL3	KRT76
SUZ12	TRIM25
MSH2	RAD51
EIF3E	SHBG
GRIP1	RP11-383C12.1
PIK3R1	VHL
CCT6A	TP53
NUP43	UBC
HSPC057	SRSF6
SF1	SUZ12
EGFR	GCN1L1
GS1-120K12.1	RPS12
DES	SP1
ZNF746	ZNF746
MAP1S	STIP1
ADRB2	HNRNPF
EIF1AY	RP3-339A18.4
CCT4	JAK3
EGFR	SSH1
APP	DADB-100D22.6
NLGN3	RP11-109P14.5
ATP1A3	ATXN1
RP23-234K24.1	tcag7.78
AIFM3	APP
RP11-176F3.4	UBC
H1F0	YWHAQ
CIRH1A	GS1-120K12.1
NSD1	VDR
EGFR	IGHG3
KRAS	UNQ9197/PRO34756
HUSSY-27	UBE2L6
HSPA8	RP5-1025A1.1
APP	RP5-886K2.6
RPLP1	RPS27A
CTF1	RP1-85F18.1
SMARCC2	UBE3A
UBC	VPS37A
PPM1A	SMURF1
HIV1gp2	RP5-1068B5.2
AC002059.7	JC7
EGFR	HSPA9
TTF2	UBC
RP1-191N21.3	RP3-339A18.4
DAZAP2	FAM46C
AHCYL1	RP11-278J17.2
ATXN1	NUDT21
CUL3	UNQ6413/PRO21207
A-152E5.7	RP11-24B19.2
BTBD2	CUL3
RP11-391H12.1	RPTOR
HSPC057	RPL6
RPL37	SRPK2
RP11-383C12.1	UBE3A
CUL3	TFG
APP	ATG12
RP11-575L7.1	RP3-434P1.1
NCOR1	SMARCD1
MCM2	YML069W
CALCOCO2	UBC
GS1-120K12.1	PRO1512
UBC	YFR004W
EVL	TERF1
HIST2H2AC	TAF1B
LRP6	UNQ570/PRO1132
CLK1	RP3-422H11.1
APP	RP1-69E11.1
RP11-353C18.2	SRPK2
RP11-536C5.3	SART3
APP	RP11-374P20.3
MCM2	RP5-998N21.6
RBM3	THUMPD3
MYL12A	SP1
IB3089A	RP11-57G10.3
CRY2	RANBP2
AMBRA1	RP11-391H12.1
MRPL12	RBM3
DAZ1	PUM2
RP11-187B3.1	RP11-317F20.1
AKT2	POFUT1
CPSF6	CSNK2A1
KPNB1	XX-FW89031B12.1
RP11-72J7.1	TERF1
OK/SW-cl.48	SMAD2
POLR2A	RP1-85F18.1
CHD3	XX-FW83563B9.1
RP3-330O12.3	SMC4
RP11-391H12.1	RP5-1085F17.2
HSPC057	RP11-534L20.1
PPM1A	RPLP0
ATXN1	RP4-597N16.2
CUL3	GABARAPL2
HNRNPF	WWP2
KRAS	PIN1
EGFR	SCYL2
ILF3	PCBD2
HNRNPF	RP3-330O12.3
CSNK2A1	DADB-100D22.6
RP11-575L7.1	SRPK2
ATP6V0D1	UBC
PPP2R1A	RP1-154G14.1
CALM1	SH3GL1
RP24-143D17.2	TCP1
NCKIPSD	PDCD2L
HSPC057	RPS27A
RP23-136K12.2	RP5-1068B5.2
ARG134	HSPC057
NLK	QRICH1
CCT7	METAP2
GCN1L1	ZNF746
PIN1	THAP7
ESCO2	Poc1a
PSG1	PSG3
MCM2	RPN1
RP1-188K17.1	YWHAQ
PRPF31	SMURF1
TUBA3E	YWHAE
RP1-85F18.1	TSG101
COPS8	CUL3
CUL3	DC37
UBE2B	UBXN7
MEF2A	RP1-85F18.1
CUL3	RP4-682C21.1
COIL	WWOX
KLHL36	RP23-189N15.7
EGFR	ERBB4
UBC	YPR124W
HIST2H2BE	PRO0324
AC002059.7	IGBP1P1
CCT7	MCM2
DDA1	MCM2
RP11-24B19.2	SBBI22
MCM2	SERPINB12
CSNK2A2	SQSTM1
UBC	UNQ1845/PRO3573
CUL3	TARBP2
RP11-575L7.1	TPM4
HSPA9	RP11-57G10.3
EGFR	SMG1
DPYSL2	WDR83
FGA	UBC
DPYSL5	LONRF2
AHCYL1	UBE2L3
KRAS	ZC3HAV1L
APP	CWF19L2
RP11-298E9.2	TERF1
APP	STK25
HHV8GK18_gp62	RP1-85F18.1
EGFR	OXSR1
EGFR	HDCMD47P
SNRPD1	SRPK2
HDAC3	RP11-184A2.1
HNRNPF	NDRG1
HERC2	UBE3A
RP11-52I12.1	RP3-330O12.3
HDAC7	TBL1X
MYL12A	ZNF746
UBXN7	ZFYVE19
GS1-120K12.1	PDXDC1
MCM2	RP1-160A22.4
CUL3	TKT
NAB2	RBPMS
GS1-120K12.1	PELP1
SMARCB1	TBL1XR1
APP	SP140L
RP5-1181N3.2	TGS1
MCM7	SNTA1
DAQB-147D11.1	DNAJB1
ELAC2	HNRNPF
HSPC057	UNQ590/PRO1160
GS1-120K12.1	SART3
HIST1H2BO	RP11-536C5.3
LACRT	SMAD3
APP	RP11-249O6.1
RP5-1024G6.4	YTHDC1
FARSA	RP1-130E4.1
ATXN2	CUL3
UBC	YMR297W
LDHB	SUZ12
DNAJB4	UNQ316/PRO361
GS1-120K12.1	HDCMA18P
CRY2	KPNA1
AD-006	GLUL
HIST3H3	YGL058W
CCNB2	CIRBP
CSNK2A1	DDX54
APP	CCT8
C1orf109	TCF12
RBM15B	TERF1
PRAME	UBC
CCDC88A	YWHAE
KPNB1	UNQ766/PRO1558
CUL3	SLC1A3
TCEANC	YWHAE
FKSG86	UBXN7
NGLY1	SRPK2
AC002059.7	MATK
GS1-120K12.1	HIST3H2BB
EGFR	RASA1
UBC	YNL209W
DNAJA4	RP11-173P16.1
RP11-631M21.2	TSPYL6
CSNK2A1	FGF1
NR2F1	SP1
DDX3Y	NUDCD2
CALCOCO2	GS1-120K12.1
UBC	YPR159W
DNAJB1	HSPA4
RP5-1068B5.2	RPS6KB1
HIST1H1C	KPNB1
MCM7	RP5-1198E17.5
FN1	RP11-443G18.6
ENO1	YWHAQ
EGFR	RPN1
CSNK2A1	NAF1
PIN1	RBPMS
ASXL3	CLK1
AC002059.7	SPAG7
AC002059.7	RP11-535K18.1
Gorasp1	RAD51
FN1	VHL
PRO2640	RP11-536C5.3
APP	RP11-307C12.1
APP	RP11-805H4.3
KRAS	RP4-696H22.1
HDAC5	MCM7
CCT4	PCK1
CXXC1	RP23-328F3.2
RP1-34B20.8	RP11-536C5.3
CALM1	RP11-35J23.6
PRDM16	SMAD3
NLGN3	PIK3CB
RP11-348N5.4	TGIF2LY
EGFR	TUBGCP2
HSP90AA1	PCGF6
APP	TARBP2
HSPC057	RP11-173P16.1
CLK1	NF1
CUL3	KLHL8
NOS1AP	PCNA
AC002059.7	PTK2B
PRPF31	SF3B3
TCP1	ZNF746
SIN3A	SMAD3
SNRPD3	WWOX
RP11-83J21.1	UBC
PMS1	USP13
HOXA1	SUV39H1
RP1-154G14.1	YEATS2
APP	WIBG
CUL5	RP11-391H12.1
PIG32	SUZ12
CIRBP	HNRNPH2
UBC	YKL157W
HIF1A	Vhl
HIST3H3	MCM2
MCM2	RP5-1068B5.2
RP3-337H4.4	WDR36
C3orf38	DNAJB4
CCNE1	Calm1
EGFR	KCNQ1
CCT2	TUBB2A
SLC9A3R2	SMAD3
IRS1	RP1-130E4.1
DAZAP2	UBE2D4
CCNB2	CDK2
RP11-391H12.1	SLC25A5
BUB3	SMAD2
CUL3	KRT36
HSPC057	KIF11
DDX5	PIN1
TALDO1	UBE3A
ELAVL1	RP11-575L7.1
TTC3	UBC
FBXL18	TRAF4
CCT7	TRIM28
AD-006	RP11-391H12.1
OK/SW-cl.11	RP11-203D19.1
CALM1	DCUN1D1
WDR20	YWHAQ
CSNK2A2	POLR2E
EPAS1	MCM7
HNRNPF	HNRNPUL1
CCNB2	RP11-8C21.2
ACTR1A	Cct2
RP11-1114A5.1	WWOX
DCAF7	WWOX
MCM2	RP4-683H9.1
COPS5	CSNK2A1
POC1A	TSKS
CUL3	RP1-93K22.1
EGFR	IL1RAPL2
GS1-120K12.1	RP1-319D22.1
RPS27A	TAF10
APP	CLK3
DDX5	RP3-330O12.3
CUL3	TUBA1C
EGFR	NUBP2
SCAMP1	UBE3A
CLK3	RP3-423B22.3
CEBPA	RP5-1049G16.3
EGFR	IRS2
ACAT2	TERF1
PIN1	WIZ
ESRRB	YWHAQ
EGFR	PPP2R1A
CCT6B	RP11-574F21.1
RPS7	TERF1
HSPC057	RP11-1114A5.1
RP11-443G18.6	RP11-534L20.1
UBC	YCL030C
P3H2	RP11-1114A5.1
AC002059.7	MSC
Hoxa1	LGALS13
KLHL24	RP5-1039K5.11-004
HSPA7	RP11-391H12.1
GS1-120K12.1	HSPC032
AIRE	HNRNPF
RBMY1F	ZNF385C
PCGF6	RP5-1005F21.1
FAM83G	SMAD3
NAP1L1	RP11-393H10.1
RP3-330O12.3	SUN1
CCDC101	HIST3H3
HSPC057	OK/SW-cl.3
GS1-120K12.1	RRP1
APP	UNQ3034/PRO9836
FAM196A	TUBA4A
ATXN1	BLOCK24
NDUFB9	RP11-540N4.1
APP	GPT2
DAZAP2	FAM168A
DPPA4	RP3-339A18.4
RP11-1114A5.1	RP11-315I14.4
DCAF10	RP3-401D24.1
ANKHD1-EIF4EBP3	RP11-569D9.4
BUD13	RP1-130E4.1
MYO5C	POT1
APP	CIRBP
CTD-2522E6.1	RP3-339A18.4
HSPC057	KRT19
VAMP8	YWHAE
CD81	SNRPD1
HDAC3	SYK
CCT7	RP4-655J12.1
HRIHFB2436	MCM2
GMNN	MCM6
KAT7	RP11-383C12.1
HSPC057	UNC45A
UBC	YWHAZ
CBR1	UBC
CD19	RP11-536C5.3
AC002059.7	CHAF1A
KRTAP10-3	NAB2
APP	RP11-351M8.1
FAM120A	ZNF746
RAD51	RAD51D
RP5-1068B5.2	XPO6
RP11-12M5.5	RP11-391H12.1
KATNA1	RP11-187B3.1
KPNB1	RP11-342H3.1
AC002059.7	TPI1P1
RP5-983H21.1	YWHAE
RP3-330O12.3	SF3B3
UBC	YER043C
UBE3A	YWHAE
RP1-130E4.1	Tada3
POLR2B	RPAP1
MTUS2	PIN1
RP1-130E4.1	RPS4X
CCT5	RP11-3J11.4
FUS	RP11-391H12.1
ACTL6A	CCT6B
EGFR	RP11-552M11.5
SNRPD1	YWHAE
FBXL14	PPM1A
RP11-307C12.1	RP11-54K16.1
CCND1	RABEP1
CTA-250D10.14-005	HDAC3
APP	EPHB4
APP	KCTD18
POT1	ZBTB49
C18orf25	CSNK2A2
NDUFS1	UBC
PCNA	U2AF2
NOL12	TERF1
ERCC6	PCNA
EED	KPNB1
CLK1	RP5-862P8.2
CTA-216E10.7	RP11-575L7.1
ANKRD28	RP3-330O12.3
RP11-443G18.6	VCP
PTK6	RP11-443G18.6
CCT5	RP11-534L20.1
APEX1	RP11-575L7.1
RP1-130E4.1	TBL1XR1
SMAD3	YAP1
MAPK3	MCM2
NOS2	YWHAE
CALM1	DDX3X
CTA-216E10.7	SMAD3
PIAS2	RP11-383C12.1
EGFR	SNX1
CCT6A	DDB2
BAZ1B	PCNA
EGFR	IGHV1-2
CCT4	CRY1
RGCC	SMAD3
AURKAIP1	CSNK2A1
PCNA	WARS
AHCYL1	ELAVL1
BARD1	UBE3A
CHD8	IKZF5
MCM7	SF3B1
ARRB2	RP11-57G10.3
UBE2D1	UBE3A
CEP85	TERF1
GS1-120K12.1	PNO1
CCT6A	Htt
APP	RP4-533D7.1
NTRK1	UBE3A
CEBPA	E2F4
HINT1	PIN1
CSNK2A2	RP5-1054A22.2
APP	RP1-3J17.2
RP23-351C7.3	tcag7.78
HSPC057	KRT6A
Arhgef7	SMAD3
ADARB1	APP
ASB2	PPM1A
ITGA2B	RP3-330O12.3
APP	XAF1
RP11-430C7.1	YWHAQ
HSPC277	SMAD3
MCM2	RP3-496N17.2
CGI-04	RBM3
ATXN1	MYO18A
APP	ZNF365
HIST2H2BE	USP22
ATP5B	YWHAE
AREG	ICAM1
KRT1	UBE3A
SMAD3	Smad2
MRPS9	RBM3
EGFR	EIF4B
RP11-443G18.6	RP11-529I10.3
GS1-120K12.1	MTDH
CALM2	CUL3
CABIN1	YWHAQ
IFT46	PRPF31
TP53	WDR5
CALM1	YWHAQ
AHCYL1	RP1-125I3.5
ERVK13-1	UBC
GRWD1	RP11-391H12.1
GMNN	SMARCA4
EGFR	RP11-108L7.3
BM-015	KLHL26
EGR2	LA16c-431H6.1
FAF2	UBC
RP1-230G1.1	TUBA4A
HSP90AA1	TCP1
CSNK2A1	Zfp574
BOS_11189	RALA
DNAJB4	HYOU1
RFC5	ZNF746
Hoxa1	RP3-393D12.2
CD81	RTF1
CCT2	CCT7
PSEC0109	RP23-63E8.1
MCM2	RCC2
CAND1	FAM103A1
RP5-823N20.1	YTHDC1
CAV1	RP11-383C12.1
HUSSY-27	UBE2D3
APP	LIG3
BCLAF1	CLK1
MIR7-1	RP3-330O12.3
CIB1	Pax3
NEUROD1	RP1-85F18.1
CD81	SUPT16H
RP1-34B20.8	RPS27A
HYDIN	UBC
APP	DAAP-223O5.3
RP3-330O12.3	SLC25A22
APP	BCKDK
KPNB1	RP23-81D2.3
CHD8	TUBGCP4
CSNK2A1	DKC1
LEMD3	SMAD3
HNRNPF	RNF20
LAMP2	MCM7
GPS2	RP11-316M1.1
RP11-57G10.3	ZNF707
RP1-85F18.1	SMAD1
POT1	TMSB4Y
TUBA4A	UNQ2531/PRO6030
SEC23A	WWOX
EGR2	NDUFS2
CLK1	KATNA1
APP	KAT7
PIN1	UBE2A
CSNK2A2	RP5-890O15.1
ODF1	TCP1
CSNK1G3	UBXN7
HIST2H2BE	RP11-297A16.3
HSPC057	RP11-164O23.2
CALM1	Lima1
MCM2	RP3-329L24.1
CUL3	RP3-496N17.2
PSMC4	TUBA4A
APP	TSPY2
APP	IKBIP
RP3-340B19.6	RP5-885L7.2
CALM1	U2AF2
CD81	SFPQ
CTD-2522E6.5	EGFR
CKAP5	CLK1
AC002059.7	SUMO1P3
HNRNPA2B1	RP3-330O12.3
RP3-477O4.2	YWHAE
PTEN	RPS27A
RP3-330O12.3	UNQ299/PRO339
MVP	UBC
CCDC110	CUL3
RP11-391H12.1	SF3B3
UBC	YGL206C
ATXN1	ZNF609
ACTBL2	UBE3A
ATXN1	HEYL
CCT7	GNB5
AKT2	APOB
EGFR	SLC3A2
LPAR4	POTEF
APP	C1orf87
APP	FKSG44
POT1	YTHDF3
RP3-407F17.2	SMAD7
OK/SW-cl.73	VHL
GS1-120K12.1	LAP3
APP	PSME2
AC002059.7	POU4F1
GS1-120K12.1	HNRNPUL1
RP5-1181N3.2	THRB
CCT2	WRAP53
APP	HSPC202
AUTS2	WDR5
MEOX2	TBX6
UBE3A	UBXN1
Mdm2	TCP1
NCOR2	RP4-657D16.2
MCM7	RBL2
FWP006	NAB2
UBC	YDL095W
KRAS	TRIM44
KPNB1	OK/SW-cl.81
GS1-120K12.1	MSTP026
ARNTL	RP1-85F18.1
KRAS	hCG_96198
PP8000	Terf1
POLB	RP1-85F18.1
CCT6A	VCAM1
PPM1A	SLC25A5
RP5-1055C14.2	RP5-1068B5.2
RP1-93K22.1	UBC
RAD51	RAD51C
APP	RP4-635E18.2
RP11-443G18.6	Tuba3a
PLAUR	UBE3A
ISG15	RP5-1068B5.2
UBC	YPL061W
CD81	IFITM1
RP1-85F18.1	SNW1
EGFR	ZNF114
AC002059.7	NTRK1
RP11-307C12.1	SH2B2
CUL3	KRT1
RB1CC1	RP3-339A18.4
CSNK2A1	UNQ601
CALM1	TCF4
C4orf17	TUBA4A
RP11-536C5.3	RPL36
HIST2H2AC	SART3
APP	SRSF8
ATXN1	NUMBL
APP	RP11-375E1__A.4
ARNT	GMNN
ATXN7	RP1-85F18.1
BAIAP2	EGFR
PNAS-5	TERF1
AC002059.7	SMAD4
TUBA3C	ZNF408
RET	RP11-307C12.1
RP1-64K7.1	RP11-575L7.1
RP11-382A12.1	RP11-383C12.1
AKT2	APPL1
STRN3	TCP1
C11orf31	HUSSY-27
HSPC064	KRAS
CSNK2A2	CTD-2522E6.5
CALM1	Sirt2
CALM1	RP23-118A2.7
KRTAP10-1	PIN1
APP	KDR
HS2ST1	OK/SW-cl.22
POLR2D	YWHAE
COQ7	RP11-339B21.5
